iter	RMSE
309	0.8181890205
310	0.8179976184
311	0.8178366436
312	0.8173774618
313	0.8170523063
314	0.8168941759
315	0.8168240258
316	0.8167086667
317	0.8163172695
318	0.8159637925
319	0.8158645881
320	0.8157320384
321	0.8154272155
322	0.815123675
323	0.815074679
324	0.8148918455
325	0.8145557883
326	0.8140873801
327	0.8137355098
328	0.8135209933
329	0.8134210451
330	0.8134084894
331	0.8133351846
332	0.8129977085
333	0.8127890104
334	0.8127238008
335	0.812486294
336	0.8123329061
337	0.8120942169
338	0.8118915604
339	0.811869355
340	0.8116171154
341	0.8115057026
342	0.8113625035
343	0.8111846075
344	0.8110782539
345	0.8109840551
346	0.8108700241
347	0.8106903832
348	0.810440007
349	0.80994536
350	0.8097345222
351	0.8095725961
352	0.8094982372
353	0.8092680573
354	0.8089255893
355	0.8087705659
356	0.8087052724
357	0.8084003923
358	0.808349088
359	0.8081607009
360	0.8080375382
361	0.8077347319
362	0.8075905485
363	0.8074617776
364	0.8073711325
365	0.8071957799
366	0.8068101016
367	0.8066845524
368	0.806507444
369	0.8064100096
370	0.8062248257
371	0.806101517
372	0.8057530902
373	0.8054210178
374	0.8051993263
375	0.8050098617
376	0.8046111712
377	0.8045340576
378	0.8044115307
379	0.8041950842
380	0.8037878223
381	0.8034438923
382	0.8033587715
383	0.8031301983
384	0.8029484252
385	0.8028498725
386	0.8026955474
387	0.8025938616
388	0.8023672845
389	0.8022205717
390	0.8021585994
391	0.8020482421
392	0.8019861738
393	0.8017967466
394	0.801692966
395	0.8014443221
396	0.8011830148
397	0.8010147868
398	0.8007236371
399	0.8006380395
400	0.8004446117
401	0.8001223411
402	0.7999385481
403	0.7996027012
404	0.7995419946
405	0.7993886383
406	0.7993098655
407	0.7991497387
408	0.7989763259
409	0.7989163215
410	0.7986774055
411	0.7985240547
412	0.7983668452
413	0.7982199704
414	0.7981697133
415	0.7980119235
416	0.7978020641
417	0.7977065521
418	0.7974594277
419	0.7971835452
420	0.7969209162
421	0.7968544509
422	0.7966348683
423	0.7963189119
424	0.7960483056
425	0.7959974276
426	0.7955861791
427	0.7953802447
428	0.7950785481
429	0.7949690854
430	0.794742107
431	0.7946371331
432	0.7944567265
433	0.794182717
434	0.7941010693
435	0.7938152265
436	0.7935834911
437	0.7933289495
438	0.7932183268
439	0.7929262521
440	0.7928481694
441	0.7926469932
442	0.7925368291
443	0.7921883814
444	0.7919715498
445	0.7917731297
446	0.7916581277
447	0.791510896
448	0.7913911567
449	0.7910889323
450	0.7909085717
451	0.7907000904
452	0.7906541174
453	0.7904811462
454	0.7903248015
455	0.7901058565
456	0.7899810649
457	0.7899278625
458	0.7896680966
459	0.7895529923
460	0.7894475728
461	0.7893731953
462	0.7891958958
463	0.7887525906
464	0.7885391336
465	0.7884198708
466	0.7882841256
467	0.7881555169
468	0.7880261762
469	0.7878868587
470	0.7876850609
471	0.7874373512
472	0.7872517777
473	0.7870805594
474	0.7870273591
475	0.7868657985
476	0.7865371066
477	0.7863346808
478	0.786224619
479	0.7859154569
480	0.7858233998
481	0.7856925816
482	0.7855792535
483	0.7854082528
484	0.7851612624
485	0.7849965211
486	0.7848654828
487	0.784728621
488	0.7846155456
489	0.7845473425
490	0.7844234893
491	0.7842669114
492	0.7840725296
493	0.7838084603
494	0.7836931048
495	0.7835304834
496	0.7833646033
497	0.7832645914
498	0.783094137
499	0.7829624093
500	0.7828242751
501	0.7825704549
502	0.782495735
503	0.7822626508
504	0.7819905532
505	0.7817370161
506	0.781555406
507	0.781422261
508	0.7813518632
509	0.7811719463
510	0.780983694
511	0.7807705297
512	0.7805955109
513	0.7804548678
514	0.7803838377
515	0.7802007247
516	0.7801847081
517	0.7800368172
518	0.7798366197
519	0.7794263459
520	0.7792528734
521	0.7790782105
522	0.7789283282
523	0.7788533238
524	0.7784980271
525	0.7783666718
526	0.778204811
527	0.7780963336
528	0.777779324
529	0.7776773284
530	0.7773971091
531	0.7772107473
532	0.7771138244
533	0.7769794612
534	0.7768095085
535	0.7767467713
536	0.7765538176
537	0.7765125487
538	0.7761989085
539	0.7760473244
540	0.7758827074
541	0.7758468742
542	0.7757598641
543	0.7756753713
544	0.7756535253
545	0.7755940396
546	0.7753552029
547	0.7752664729
548	0.7751014333
549	0.7749811015
550	0.7748389353
551	0.7747857417
552	0.7746462478
553	0.7744981553
554	0.7743572619
555	0.7742636058
556	0.7740636938
557	0.7738313422
558	0.773786428
559	0.7736407377
560	0.7734978757
561	0.7734629693
562	0.7732690302
563	0.7731584274
564	0.7730241799
565	0.772807888
566	0.7726775446
567	0.7726304761
568	0.7724206577
569	0.7722796049
570	0.7722352403
571	0.7721789521
572	0.7720138236
573	0.7718874545
574	0.7717738273
575	0.7716491364
576	0.771457883
577	0.7713444965
578	0.7712365942
579	0.7709693881
580	0.7707847646
581	0.7706424188
582	0.7703417078
583	0.770254686
584	0.7700753525
585	0.7699774623
586	0.7697822675
587	0.7697050679
588	0.7696669732
589	0.7695723214
590	0.7694702434
591	0.7693828059
592	0.7692109679
593	0.7690772637
594	0.7689313487
595	0.768774096
596	0.7686676414
597	0.7685053377
598	0.7683100055
599	0.768204476
600	0.7681096325
601	0.7679648451
602	0.7677922961
603	0.7676909732
604	0.7676447225
605	0.7674168589
606	0.7673527231
607	0.7671718721
608	0.766999355
609	0.7669319365
610	0.7668633272
611	0.7667587421
612	0.7667044442
613	0.7665330769
614	0.7663818584
615	0.7662552335
616	0.7660431621
617	0.7658159807
618	0.7656412023
619	0.7655645872
620	0.7655162988
621	0.7654884694
622	0.7654477028
623	0.7653098038
624	0.7652525346
625	0.765137576
626	0.7651332515
627	0.7649878338
628	0.7648786676
629	0.7647158187
630	0.7646436329
631	0.764515464
632	0.7643486023
633	0.7641408529
634	0.7639744942
635	0.763867466
636	0.7637808032
637	0.7635293314
638	0.7633897166
639	0.7632161205
640	0.7631514077
641	0.7630939234
642	0.7629748518
643	0.7628522611
644	0.7627209712
645	0.7625632557
646	0.7624779416
647	0.7624259326
648	0.7622669894
649	0.762107561
650	0.7619684326
651	0.7617885822
652	0.7616819999
653	0.7615861504
654	0.7614575856
655	0.761029397
656	0.7609225632
657	0.7607933445
658	0.7605695702
659	0.7605038988
660	0.7603618113
661	0.7603434157
662	0.7601948623
663	0.7600566165
664	0.7599924005
665	0.7598940967
666	0.7598038624
667	0.7597163664
668	0.7595596793
669	0.7595094329
670	0.7594219961
671	0.7593660034
672	0.7591628297
673	0.7590112261
674	0.7588688096
675	0.758805601
676	0.7587350794
677	0.7585710145
678	0.7585040466
679	0.7584251938
680	0.7582990471
681	0.7580889651
682	0.7579684289
683	0.7579043698
684	0.7578238668
685	0.7577918696
686	0.757753802
687	0.757681849
688	0.7575184692
689	0.7573841339
690	0.7572728101
691	0.7572024204
692	0.7571654319
693	0.7569542154
694	0.7567280998
695	0.7566579507
696	0.756542905
697	0.7564356508
698	0.7562816011
699	0.756202768
700	0.7560868173
701	0.7560378578
702	0.7559721167
703	0.7559329146
704	0.7558404248
705	0.7558168135
706	0.7557489978
707	0.7555713604
708	0.7554204494
709	0.7552843365
710	0.7551298516
711	0.7550457188
712	0.754978326
713	0.7549114818
714	0.7547901431
715	0.754676556
716	0.7546263934
717	0.754571184
718	0.7544311555
719	0.7542783494
720	0.7541155426
721	0.7537799416
722	0.7536874988
723	0.7534709209
724	0.7533654129
725	0.7532396975
726	0.7530780963
727	0.7530227342
728	0.7529653182
729	0.7528246311
730	0.7527173709
731	0.7525155888
732	0.752332774
733	0.7522217081
734	0.7521642754
735	0.7519453581
736	0.7518875225
737	0.7517631177
738	0.7516703061
739	0.751535964
740	0.7514977077
741	0.751419684
742	0.7513518496
743	0.751318216
744	0.7512583875
745	0.7511474853
746	0.751106891
747	0.7510148556
748	0.7508997879
749	0.7507656959
750	0.7506896739
751	0.7506120269
752	0.7505339576
753	0.7504922723
754	0.7502942223
755	0.7502148069
756	0.7500775203
757	0.7500110045
758	0.7499466102
759	0.7497525572
760	0.7496623771
761	0.7495395883
762	0.7492247211
763	0.7489792247
764	0.748938035
765	0.7488968523
766	0.748780482
767	0.7487374334
768	0.7484974964
769	0.7484550672
770	0.7484370061
771	0.748365163
772	0.7483107221
773	0.7482130453
774	0.7481633946
775	0.7479564115
776	0.7478622931
777	0.7477488045
778	0.7476752097
779	0.7476136942
780	0.7475800672
781	0.7474508656
782	0.7473510679
783	0.7472642453
784	0.7472267623
785	0.7471701682
786	0.7470573394
787	0.7470166086
788	0.7469723089
789	0.7468598972
790	0.7467658028
791	0.7466860043
792	0.7465638312
793	0.7464607425
794	0.7464395124
795	0.7463790459
796	0.7462469992
797	0.7462144203
798	0.7459880088
799	0.7458834941
800	0.745747605
801	0.7456963827
802	0.7456845808
803	0.7455564049
804	0.7454070209
805	0.7453453605
806	0.7452149909
807	0.7451920603
808	0.7451235688
809	0.7450299436
810	0.7449352257
811	0.7447668553
812	0.7446507953
813	0.7445551147
814	0.7445427332
815	0.7444842114
816	0.7443290783
817	0.744273011
818	0.7441990349
819	0.7440466253
820	0.7438701329
821	0.7438105171
822	0.7436949001
823	0.7436758809
824	0.7435083878
825	0.7432872631
826	0.7431574215
827	0.7430496786
828	0.7429147314
829	0.7428254572
830	0.7427553259
831	0.7426699795
832	0.7423725852
833	0.7423316874
834	0.7422463705
835	0.7421998027
836	0.7421025262
837	0.7419504886
838	0.7417437589
839	0.7416311602
840	0.7415438555
841	0.7414137341
842	0.7412596351
843	0.7411653731
844	0.7410791061
845	0.7410357287
846	0.7407261157
847	0.7406571251
848	0.7405883996
849	0.7404592119
850	0.7403821716
851	0.7403017475
852	0.7401631254
853	0.7401584126
854	0.7399793198
855	0.7398762045
856	0.7397728422
857	0.7397537729
858	0.7395732955
859	0.7394708264
860	0.7394140809
861	0.7393885186
862	0.7392898827
863	0.7390891625
864	0.7389634593
865	0.738803122
866	0.7387682092
867	0.7387321533
868	0.7386402861
869	0.7385576328
870	0.7384604643
871	0.7384240631
872	0.7383148753
873	0.7382950119
874	0.7381921244
875	0.7381571491
876	0.7380969262
877	0.738032745
878	0.7380063126
879	0.7379824457
880	0.7378587887
881	0.7377942518
882	0.7377575777
883	0.7374843257
884	0.7373959114
885	0.7371295641
886	0.7369591367
887	0.736836127
888	0.7367235374
889	0.7366020248
890	0.7365014615
891	0.7364541849
892	0.7363954587
893	0.7362512525
894	0.7361257115
895	0.7360204143
896	0.7359778504
897	0.7358881182
898	0.7356522591
899	0.7355795505
900	0.7353827335
901	0.7353175239
902	0.7352253528
903	0.7351056138
904	0.7349132728
905	0.7347686154
906	0.7346641929
907	0.7346191518
908	0.7345874556
909	0.7345545034
910	0.7344705841
911	0.7343905193
912	0.7343122554
913	0.7342380426
914	0.7341870505
915	0.734131485
916	0.7340704526
917	0.7340458204
918	0.7339266454
919	0.7337908962
920	0.7337632912
921	0.7337315579
922	0.7335780323
923	0.733481684
924	0.7331727106
925	0.7331016936
926	0.7330534948
927	0.7329572119
928	0.7328951749
929	0.7328652152
930	0.7328372375
931	0.7326792516
932	0.7325969292
933	0.7324944742
934	0.7323800683
935	0.7322819732
936	0.7320742559
937	0.7320265494
938	0.7318972328
939	0.7318453006
940	0.7318017538
941	0.7316664866
942	0.7316363413
943	0.7315538233
944	0.7314929599
945	0.7313908408
946	0.7313663235
947	0.7312590433
948	0.7310285244
949	0.7309906603
950	0.7309612516
951	0.7309038644
952	0.7307200631
953	0.7306804115
954	0.7305124312
955	0.73047704
956	0.7303984262
957	0.7303316171
958	0.7302718832
959	0.7301927591
960	0.7300787124
961	0.7298204192
962	0.7297198585
963	0.7295623096
964	0.7293946284
965	0.7293386395
966	0.7292742943
967	0.7291668173
968	0.7291031822
969	0.7290591099
970	0.7289343934
971	0.7288784917
972	0.7288323967
973	0.7288129262
974	0.7287394482
975	0.7286539116
976	0.7285591697
977	0.7285158606
978	0.7284342177
979	0.7282921889
980	0.7281836673
981	0.7281034126
982	0.7279946337
983	0.7279272183
984	0.7277987211
985	0.7277006321
986	0.7275251317
987	0.7273410218
988	0.7272417821
989	0.7271224275
990	0.7270859556
991	0.7269888361
992	0.7269104985
993	0.726864135
994	0.7268086271
995	0.7266793424
996	0.7265722836
997	0.7265445922
998	0.7263711231
999	0.7262708661
